アイテムID,日本語アイテム名
16656,ヘミキオン・ストライカートラウザー
16657,ヘミキオン・ストライカーレギンス
16659,シンチレーターレンジャーサークレット
16660,スタービロード・レンジャータバード
16661,ヘミキオン・レンジャーグローブ
16662,ヘミキオン・レンジャートラウザー
16663,ヘミキオン・レンジャーレギンス
16665,シンチレータースカウトサークレット
16666,スタービロード・スカウトタバード
16667,ヘミキオン・スカウトグローブ
16668,ヘミキオン・スカウトトラウザー
16669,ヘミキオン・スカウトレギンス
16671,スタービロード・ヒーラーフード
16672,スタービロード・ヒーラーヒマティオン
16673,スタービロード・ヒーラーロンググローブ
16674,スタービロード・ヒーラーボトム
16675,ヘミキオン・ヒーラーオープンブーツ
16677,スタービロード・キャスターフード
16678,スタービロード・キャスターヒマティオン
16679,スタービロード・キャスターロンググローブ
16680,スタービロード・キャスターボトム
16681,ヘミキオン・キャスターオープンブーツ
16683,シンチレーターディフェンダーイヤリング
16684,シンチレーターアタッカーイヤリング
16685,シンチレーターレンジャーイヤリング
16686,シンチレーターヒーラーイヤリング
16687,シンチレーターキャスターイヤリング
16688,チークディフェンダーチョーカー
16689,チークアタッカーチョーカー
16690,チークレンジャーチョーカー
16691,チークヒーラーチョーカー
16692,チークキャスターチョーカー
16693,チークディフェンダーブレスレット
16694,チークアタッカーブレスレット
16695,チークレンジャーブレスレット
16696,チークヒーラーブレスレット
16697,チークキャスターブレスレット
16698,シンチレーターディフェンダーリング
16699,シンチレーターアタッカーリング
16700,シンチレーターレンジャーリング
16701,シンチレーターヒーラーリング
16702,シンチレーターキャスターリング
16703,ヘアカタログ:ロングヘア
16704,雇用証書:マテリア師
16705,ヘヴィアロイインゴット
16706,シンチレーターインゴット
16707,スタービロード
16708,ヘミキオンレザー
16709,ヘヴンスエッグノッグ
16710,アップルフロニャルド
16711,カルボナーラ
16712,ウー・ブルイエ
16713,ペスカトーレ
16714,コルドンブルー
16715,プリーストオムレツ
16716,剛力の強化仙薬
16717,眼力の強化仙薬
16718,活力の強化仙薬
16719,知力の強化仙薬
16720,心力の強化仙薬
16721,星綿
16722,ブラウンマッシュルーム
16723,ノーブルセージ
16724,重石華
16725,輝金鉱
16726,沸石
16727,チタンカーバイド
16728,シンチレーターナゲット
16729,極細絹糸
16730,ヘミキオンの粗皮
16731,ゴブリンラッカー
16732,ゴブリノール
16733,デミクリスタル
16734,スイートミルク
16735,ストーンチーズ
16742,ディモルフォドン
16743,バスキングシャーク
16744,アラガンブレード・シャーク
16745,ヘイルイーター
16746,フレアフィッシュ
16747,フォークタン
16748,マダムバタフライ
16749,モグルグポンポン
16750,シーロストラタスモトロ
16751,聖竜の涙
16752,魔科学物質666
16753,ハンドレッドアイ
16754,万能のゴブリバス
16756,氷の巫女
16779,インダイレクト・ウォールランプ
16780,パレスペデスタル
16781,デラックスステージ
16782,ラウンドステージ
16785,ガーロンド・ギャザラーキャップSP
16786,ガーロンド・ギャザラーベストSP
16787,ガーロンド・ギャザラーグローブSP
16788,ガーロンド・ギャザラースロップSP
16789,ガーロンド・ギャザラーブーツSP
16790,ガーロンド・クラフターキャップSP
16791,ガーロンド・クラフターエプロンSP
16792,ガーロンド・クラフタースリーヴSP
16793,ガーロンド・クラフターブリーチSP
16794,ガーロンド・クラフターブーツSP
16802,オーケストリオン譜:ノブレス・スリープス
16803,オーケストリオン譜:雲霧街の夜霧
16804,オーケストリオン譜:安らぎの部屋
16805,オーケストリオン譜:リフレクション
16806,オーケストリオン譜:天上の世界
16807,オーケストリオン譜:クルザスの静寂
16808,オーケストリオン譜:心の故郷
16809,オーケストリオン譜:ホームステッド
16810,オーケストリオン譜:試練を超える力
16812,オーケストリオン譜:漆黒のエッダ
16813,オーケストリオン譜:トイレに行けない夜
16814,オーケストリオン譜:笛吹大魔王
16815,オーケストリオン譜:死亡報告
16816,オーケストリオン譜:永遠の眠り
16817,オーケストリオン譜:銀の涙
16819,オーケストリオン譜:雪上の足跡
16820,オーケストリオン譜:忘却の彼方
16821,オーケストリオン譜:雷光雷鳴
16822,オーケストリオン譜:女神
16831,古びた譜面:雪上の足跡
16832,古びた譜面:忘却の彼方
16833,古びた譜面:雷光雷鳴
16834,古びた譜面:女神
16897,女神の宝珠片
16898,アレキサンダーの装甲板
16899,ヘヴィアロイ・ディフェンダーキュイラスSP
16900,ヘヴィアロイ・スレイヤーキュイラスSP
16901,スタービロード・ストライカータバードSP
16902,スタービロード・レンジャータバードSP
16903,スタービロード・スカウトタバードSP
16904,スタービロード・ヒーラーヒマティオンSP
16905,スタービロード・キャスターヒマティオンSP
16906,コームドウール
16907,ネイティブマクラメ
16908,強化ガラス板
16909,ラミースロップ
16910,カシミヤスロップ
16911,ライトコーディアル
16935,ピクチャーフレームG1
16936,ピクチャーフレームG2
16937,ピクチャーフレームG3
16938,風景画:バラクーダ埠頭
16939,風景画:海賊船「アスタリシア号」
16940,風景画:シーソング石窟の慰霊碑
16941,風景画:スカイリフト
16942,風景画:ラザグラン街道
16943,風景画:ソルトストランド
16944,風景画:レッドルースター農場の畑
16945,風景画:ブルワーズ灯台
16946,風景画:革細工師ギルド
16947,風景画:アプカル滝
16948,風景画:ベントブランチ牧場
16949,風景画:十二神大聖堂
16950,風景画:シルフの仮宿
16951,風景画:ロイヤルプロムナード
16952,風景画:ゴールドコート
16953,風景画:交易都市:ウルダハ
16954,風景画:シラディハ遺跡
16955,風景画:グゥーブーの骸
16956,風景画:見えざる都
16957,風景画:ハイブリッジ
16969,雇用証書:素材屋2
16970,雇用証書:よろず屋2
16971,雇用証書:修理屋2
17004,パイッサ・コテージウォール
17005,パイッサ・ハウスウォール
17006,パイッサ・レジデンスウォール
17013,MGズルワーン
17014,MGディアボロス
17015,MGスカアハ
17019,レプリカトレジャー
17020,ウールボールバスケット
17021,オムレツプレート
17023,パイッサフロアランプ
17024,マーチャントシェルフ
17025,アイビーピラー
17028,ホワイトパーティション
17030,パイッサトピアリー
17031,ムーングラスガーデン
17032,フォルタンマナー・インナーウォール
17034,ホワイトインナーウォール
17035,トリビュナルフローリング
17036,ペンダントランププランター
17047,アクアリウムレイアウト:クリスタル
17048,チェリーブロッサム:レッド
17049,チェリーブロッサム:ブルー
17050,チェリーブロッサム:イエロー
17051,チェリーブロッサム:グリーン
17052,チェリーブロッサム:オレンジ
17053,チェリーブロッサム:パープル
17054,チェリーブロッサム:ホワイト
17055,チェリーブロッサム:ブラック
17056,チェリーブロッサム:ピンク
17057,風景画:ささやきの谷
17058,風景画:サマーフォード庄
17059,風景画:グレイフリート風車群
17060,風景画:隠れ滝
17061,風景画:白鴎塔
17062,風景画:エールポートのリムレーン像
17063,風景画:船の墓場
17064,風景画:キャンプ・スカルバレー
17065,風景画:南北防波壁
17066,風景画:キャンプ・ブロンズレイク
17067,風景画:サラオスの亡骸
17068,風景画:ニーム浮遊遺跡
17069,風景画:キャンプ・オーバールック
17070,風景画:ウ・ガマロ武装鉱山
17071,風景画:隠者の庵
17072,風景画:カーラインカフェと大水車
17073,風景画:槍術士ギルド
17074,風景画:バノック練兵所
17075,風景画:ハウケタ御用邸
17076,風景画:長老の木
17077,風景画:虹架けの滝
17078,風景画:ゆりかごの大樹
17079,風景画:酒房バスカロンドラザーズ
