アイテムID,日本語アイテム名,ワールド名,UNIXタイムスタンプ,取引日時(JST),単価(Gil),数量,合計金額(Gil),HQフラグ,購入者名
49249,コートリーラヴァー・ソード,Chocobo,1785949975,2026-08-06 02:12:55,149700,1,149700,HQ,Kalmia Flower
51957,トルナ・チュニック,Anima,1785949960,2026-08-06 02:12:40,297777,1,297777,NQ,Non Nonnon
43556,古ぼけた地図G16,Ultima,1785949959,2026-08-06 02:12:39,14000,1,14000,NQ,Sumi Gura
44011,ホワイトゴールドインゴット,Zeromus,1785949953,2026-08-06 02:12:33,180,2,360,HQ,Hakumai Niginigi
44030,高山亜麻布,Chocobo,1785949937,2026-08-06 02:12:17,1000,2,2000,HQ,Irukan Bleu
48161,ホワイトレースパラソル,Aegis,1785949932,2026-08-06 02:12:12,80000,1,80000,NQ,Kamil Kaka
44030,高山亜麻布,Chocobo,1785949930,2026-08-06 02:12:10,1000,4,4000,HQ,Irukan Bleu
52286,ピクニック・バード,Asura,1785949929,2026-08-06 02:12:09,7200,1,7200,NQ,Ortiz Randloph
44011,ホワイトゴールドインゴット,Zeromus,1785949928,2026-08-06 02:12:08,130,2,260,HQ,Hakumai Niginigi
45968,コーディア原木,Kujata,1785949919,2026-08-06 02:11:59,542,10,5420,NQ,Nekotte Ichidon
45968,コーディア原木,Kujata,1785949917,2026-08-06 02:11:57,542,19,10298,NQ,Nekotte Ichidon
45968,コーディア原木,Kujata,1785949916,2026-08-06 02:11:56,500,2,1000,NQ,Nekotte Ichidon
33706,ヘアカタログ:サイドテール,Kujata,1785949914,2026-08-06 02:11:54,7000,1,7000,NQ,Awadama Awanomiya'
52268,コスモ・プレデター認証鍵,Aegis,1785949910,2026-08-06 02:11:50,150000,1,150000,NQ,Kamil Kaka
50057,属性添加用合成樹脂,Typhon,1785949907,2026-08-06 02:11:47,97990,1,97990,NQ,Antimicrobic Soysauce
8,ファイアクリスタル,Valefor,1785949905,2026-08-06 02:11:45,48,2579,123792,NQ,Suzu Kaze
50055,属性添加用部材,Typhon,1785949904,2026-08-06 02:11:44,87869,1,87869,NQ,Antimicrobic Soysauce
44009,イフイカナイト,Bahamut,1785949904,2026-08-06 02:11:44,80,2,160,NQ,Hang Tuah
52286,ピクニック・バード,Fenrir,1785949901,2026-08-06 02:11:41,7500,1,7500,NQ,Myonmyon Myomyo
20477,クワン,Shinryu,1785949897,2026-08-06 02:11:37,4400,1,4400,NQ,Haruuri Septem
50056,属性添加用金属材,Typhon,1785949892,2026-08-06 02:11:32,79290,1,79290,NQ,Antimicrobic Soysauce
43974,ロイヤルメープルシロップ,Durandal,1785949892,2026-08-06 02:11:32,41,14,574,NQ,M'aka Mi
49234,剛力の宝薬G4,Mandragora,1785949892,2026-08-06 02:11:32,4685,99,463815,HQ,Nidhogg Don
49827,クレセントマギ・ファイターネックレス,Durandal,1785949891,2026-08-06 02:11:31,32000000,1,32000000,NQ,Elis Ophelia
43974,ロイヤルメープルシロップ,Durandal,1785949888,2026-08-06 02:11:28,28,15,420,NQ,M'aka Mi
39315,サロンサーバー・スカート,Shinryu,1785949885,2026-08-06 02:11:25,900,1,900,NQ,Haruuri Septem
19949,クロマイトインゴット,Typhon,1785949883,2026-08-06 02:11:23,900,3,2700,HQ,Mei Nosuke
49298,コートリーラヴァー・ヒーラーグローブ,Chocobo,1785949880,2026-08-06 02:11:20,169210,1,169210,HQ,Nagi Lirunoshiya
52255,カララント:アディショナルカラー1,Pandaemonium,1785949868,2026-08-06 02:11:08,5800,5,29000,NQ,Elcia Derutima
49227,トライヨラの染料,Hades,1785949863,2026-08-06 02:11:03,3300,10,33000,NQ,Luna Luna'
49227,トライヨラの染料,Hades,1785949862,2026-08-06 02:11:02,3300,10,33000,NQ,Luna Luna'
27712,チタンブロンズナゲット,Kujata,1785949862,2026-08-06 02:11:02,400,1,400,NQ,Healda Koronel
5066,エレクトラムインゴット,Fenrir,1785949853,2026-08-06 02:10:53,700,6,4200,NQ,Okutyokei Nayuta
46253,アリペブレ,Unicorn,1785949853,2026-08-06 02:10:53,4000,20,80000,HQ,Akiru Furitsu
39315,サロンサーバー・スカート,Mandragora,1785949848,2026-08-06 02:10:48,949,1,949,NQ,Walnut Holic
39312,サロンサーバー・シューズ,Mandragora,1785949847,2026-08-06 02:10:47,400,1,400,NQ,Dog Nozarashi
50055,属性添加用部材,Ifrit,1785949845,2026-08-06 02:10:45,65504,1,65504,NQ,T'klim Toh
41765,名匠のハイオメガマテリジャ,Typhon,1785949843,2026-08-06 02:10:43,4905,9,44145,NQ,Aroma Elleair
39315,サロンサーバー・スカート,Mandragora,1785949842,2026-08-06 02:10:42,940,1,940,NQ,Dog Nozarashi
13115,カララント:ジェットブラック,Ultima,1785949840,2026-08-06 02:10:40,410000,1,410000,NQ,Lovey Dovey
44011,ホワイトゴールドインゴット,Masamune,1785949834,2026-08-06 02:10:34,320,2,640,NQ,Ren Rovinante
44011,ホワイトゴールドインゴット,Masamune,1785949833,2026-08-06 02:10:33,312,1,312,NQ,Ren Rovinante
44011,ホワイトゴールドインゴット,Masamune,1785949832,2026-08-06 02:10:32,310,3,930,NQ,Ren Rovinante
44011,ホワイトゴールドインゴット,Masamune,1785949831,2026-08-06 02:10:31,300,1,300,NQ,Ren Rovinante
41768,戦技のハイオメガマテリジャ,Mandragora,1785949830,2026-08-06 02:10:30,217,1,217,NQ,Issei Npc
44011,ホワイトゴールドインゴット,Masamune,1785949829,2026-08-06 02:10:29,300,2,600,NQ,Ren Rovinante
41768,戦技のハイオメガマテリジャ,Mandragora,1785949829,2026-08-06 02:10:29,217,2,434,NQ,Issei Npc
41768,戦技のハイオメガマテリジャ,Mandragora,1785949828,2026-08-06 02:10:28,200,1,200,NQ,Issei Npc
49835,クレセントマギ・マスターソーサラーリング,Gungnir,1785949827,2026-08-06 02:10:27,12000,1,12000,NQ,Scarlet Rain
3,アイスシャード,Ramuh,1785949826,2026-08-06 02:10:26,44,3,132,NQ,Fluff Dandelion
48161,ホワイトレースパラソル,Alexander,1785949825,2026-08-06 02:10:25,70000,1,70000,NQ,Myonmyon Myomyo
50057,属性添加用合成樹脂,Chocobo,1785949823,2026-08-06 02:10:23,19985,10,199850,NQ,Masa Lanier
52286,ピクニック・バード,Durandal,1785949822,2026-08-06 02:10:22,9800,1,9800,NQ,Crow Feathers
52286,ピクニック・バード,Garuda,1785949820,2026-08-06 02:10:20,15000,1,15000,NQ,Irukaneko Nekoiruka
46855,人造ダークマターα,Ifrit,1785949820,2026-08-06 02:10:20,125350,1,125350,NQ,T'klim Toh
32798,カーフスキン・ライダースキャップ,Mandragora,1785949819,2026-08-06 02:10:19,38001,1,38001,NQ,System Romance
46857,人造ダークマターγ,Ifrit,1785949817,2026-08-06 02:10:17,109900,1,109900,NQ,T'klim Toh
24630,エウレカスワローホルン,Asura,1785949817,2026-08-06 02:10:17,10000,1,10000,NQ,Nao Nonomiya
27742,シースワローレザー,Ramuh,1785949817,2026-08-06 02:10:17,2100,1,2100,NQ,Vivi Kusanagi
27742,シースワローレザー,Ramuh,1785949816,2026-08-06 02:10:16,2100,1,2100,NQ,Vivi Kusanagi
46856,人造ダークマターβ,Ifrit,1785949815,2026-08-06 02:10:15,100000,1,100000,NQ,T'klim Toh
41765,名匠のハイオメガマテリジャ,Typhon,1785949811,2026-08-06 02:10:11,4500,8,36000,NQ,Aroma Elleair
49302,コートリーラヴァー・キャスターバトルドレス,Masamune,1785949810,2026-08-06 02:10:10,229990,1,229990,HQ,Atsu Tw
43997,オルコクロマイトインゴット,Bahamut,1785949790,2026-08-06 02:09:50,700,1,700,NQ,Hang Tuah
49834,クレセントマギ・ソーサラーリング,Kujata,1785949789,2026-08-06 02:09:49,311111,1,311111,NQ,Scarlet Rain
41771,天眼のハイアルテマテリジャ,Hades,1785949788,2026-08-06 02:09:48,1000,1,1000,NQ,Ryutaro Sabi
41771,天眼のハイアルテマテリジャ,Hades,1785949787,2026-08-06 02:09:47,1000,3,3000,NQ,Ryutaro Sabi
27693,リグナムバイタ材,Kujata,1785949786,2026-08-06 02:09:46,998,3,2994,NQ,Healda Koronel
52264,クワイエット・コリブリ・ホイッスル,Alexander,1785949786,2026-08-06 02:09:46,2000000,1,2000000,NQ,Rosa Morbidelli
41771,天眼のハイアルテマテリジャ,Hades,1785949785,2026-08-06 02:09:45,917,1,917,NQ,Ryutaro Sabi
41765,名匠のハイオメガマテリジャ,Chocobo,1785949783,2026-08-06 02:09:43,5566,99,551034,NQ,Zwell Caliburn
41771,天眼のハイアルテマテリジャ,Hades,1785949782,2026-08-06 02:09:42,915,28,25620,NQ,Ryutaro Sabi
41771,天眼のハイアルテマテリジャ,Hades,1785949781,2026-08-06 02:09:41,900,13,11700,NQ,Ryutaro Sabi
46857,人造ダークマターγ,Ixion,1785949776,2026-08-06 02:09:36,124000,1,124000,NQ,Mochi Dando
46856,人造ダークマターβ,Ixion,1785949773,2026-08-06 02:09:33,78000,1,78000,NQ,Mochi Dando
41765,名匠のハイオメガマテリジャ,Typhon,1785949771,2026-08-06 02:09:31,4000,10,40000,NQ,Aroma Elleair
52440,ヘアカタログ:ブレイドバン,Kujata,1785949766,2026-08-06 02:09:26,1399998,1,1399998,NQ,M' Raven
49227,トライヨラの染料,Yojimbo,1785949761,2026-08-06 02:09:21,3300,20,66000,NQ,Araces Lilices
39591,古ぼけた地図G15,Ultima,1785949757,2026-08-06 02:09:17,8000,1,8000,NQ,Hebi Foolish
43997,オルコクロマイトインゴット,Bahamut,1785949755,2026-08-06 02:09:15,650,1,650,NQ,Hang Tuah
47740,サポートアイテム:古びた銭箱,Chocobo,1785949754,2026-08-06 02:09:14,3100,99,306900,NQ,Zest Pasion
47196,ピーコック・クラフターブレスレット,Shinryu,1785949754,2026-08-06 02:09:14,99990,1,99990,HQ,Loneha Maru
43997,オルコクロマイトインゴット,Bahamut,1785949753,2026-08-06 02:09:13,512,1,512,NQ,Hang Tuah
41759,武略のハイオメガマテリジャ,Hades,1785949752,2026-08-06 02:09:12,500,1,500,NQ,Ryutaro Sabi
43997,オルコクロマイトインゴット,Bahamut,1785949752,2026-08-06 02:09:12,512,1,512,NQ,Hang Tuah
41759,武略のハイオメガマテリジャ,Hades,1785949751,2026-08-06 02:09:11,500,1,500,NQ,Ryutaro Sabi
41759,武略のハイオメガマテリジャ,Hades,1785949750,2026-08-06 02:09:10,500,1,500,NQ,Ryutaro Sabi
52286,ピクニック・バード,Garuda,1785949749,2026-08-06 02:09:09,14999,1,14999,NQ,Dai Sensei
13114,カララント:ピュアホワイト,Fenrir,1785949749,2026-08-06 02:09:09,440000,1,440000,NQ,Miharu Leonhart
41759,武略のハイオメガマテリジャ,Hades,1785949749,2026-08-06 02:09:09,497,2,994,NQ,Ryutaro Sabi
44011,ホワイトゴールドインゴット,Typhon,1785949748,2026-08-06 02:09:08,488,1,488,HQ,Noel O-o
41759,武略のハイオメガマテリジャ,Hades,1785949748,2026-08-06 02:09:08,461,1,461,NQ,Ryutaro Sabi
49300,コートリーラヴァー・ヒーラーシューズ,Ultima,1785949746,2026-08-06 02:09:06,79999,1,79999,HQ,Sirene Cilice
47194,ピーコック・クラフターイヤリング,Shinryu,1785949745,2026-08-06 02:09:05,99990,1,99990,HQ,Loneha Maru
52295,演技教本:後ろを振り返る,Ridill,1785949742,2026-08-06 02:09:02,1650000,1,1650000,NQ,Kana Neutralizing
39591,古ぼけた地図G15,Ultima,1785949742,2026-08-06 02:09:02,8000,1,8000,NQ,Hebi Foolish
41772,武略のハイアルテマテリジャ,Hades,1785949741,2026-08-06 02:09:01,417,1,417,NQ,Ryutaro Sabi
41772,武略のハイアルテマテリジャ,Hades,1785949740,2026-08-06 02:09:00,417,10,4170,NQ,Ryutaro Sabi
41772,武略のハイアルテマテリジャ,Hades,1785949739,2026-08-06 02:08:59,400,21,8400,NQ,Ryutaro Sabi
47188,ピーコック・クラフターブーツ,Shinryu,1785949739,2026-08-06 02:08:59,129980,1,129980,HQ,Loneha Maru
52440,ヘアカタログ:ブレイドバン,Kujata,1785949735,2026-08-06 02:08:55,1399998,1,1399998,NQ,Sylphiette Ascolf
47187,ピーコック・クラフターキュロット,Shinryu,1785949735,2026-08-06 02:08:55,129980,1,129980,HQ,Loneha Maru
27716,タングステンスチールインゴット,Anima,1785949733,2026-08-06 02:08:53,700,1,700,HQ,Mch Yuu
44020,セイバ材,Tonberry,1785949733,2026-08-06 02:08:53,600,3,1800,NQ,Maelle Ekain
49833,クレセントマギ・ソーサラーブレスレット,Titan,1785949733,2026-08-06 02:08:53,18300000,1,18300000,NQ,Ru Ruto
44020,セイバ材,Tonberry,1785949731,2026-08-06 02:08:51,399,2,798,NQ,Maelle Ekain
44020,セイバ材,Tonberry,1785949730,2026-08-06 02:08:50,350,1,350,NQ,Maelle Ekain
47186,ピーコック・クラフターグローブ,Shinryu,1785949730,2026-08-06 02:08:50,129990,1,129990,HQ,Loneha Maru
44020,セイバ材,Tonberry,1785949729,2026-08-06 02:08:49,350,1,350,NQ,Maelle Ekain
49832,クレセントマギ・ソーサラーネックレス,Titan,1785949728,2026-08-06 02:08:48,19000000,1,19000000,NQ,Ru Ruto
49831,クレセントマギ・ソーサラーイヤリング,Titan,1785949723,2026-08-06 02:08:43,15000000,1,15000000,NQ,Ru Ruto
47184,ピーコック・クラフターヘッドバンド,Shinryu,1785949721,2026-08-06 02:08:41,129980,1,129980,HQ,Loneha Maru
41765,名匠のハイオメガマテリジャ,Typhon,1785949719,2026-08-06 02:08:39,3999,1,3999,NQ,Aroma Elleair
41765,名匠のハイオメガマテリジャ,Typhon,1785949718,2026-08-06 02:08:38,3988,3,11964,NQ,Aroma Elleair
10335,ダークマタークラスター,Titan,1785949710,2026-08-06 02:08:30,410,99,40590,NQ,Gar Don
10335,ダークマタークラスター,Titan,1785949709,2026-08-06 02:08:29,410,99,40590,NQ,Gar Don
46857,人造ダークマターγ,Ifrit,1785949708,2026-08-06 02:08:28,109899,1,109899,NQ,Nekomori Lululun
10335,ダークマタークラスター,Titan,1785949708,2026-08-06 02:08:28,410,99,40590,NQ,Gar Don
27717,虹結晶材,Anima,1785949707,2026-08-06 02:08:27,2500,2,5000,HQ,Mch Yuu
10335,ダークマタークラスター,Titan,1785949707,2026-08-06 02:08:27,410,99,40590,NQ,Gar Don
10335,ダークマタークラスター,Titan,1785949706,2026-08-06 02:08:26,410,99,40590,NQ,Gar Don
46856,人造ダークマターβ,Ifrit,1785949705,2026-08-06 02:08:25,99999,1,99999,NQ,Nekomori Lululun
27717,虹結晶材,Anima,1785949705,2026-08-06 02:08:25,2500,2,5000,HQ,Mch Yuu
46855,人造ダークマターα,Ifrit,1785949702,2026-08-06 02:08:22,125349,1,125349,NQ,Nekomori Lululun
49301,コートリーラヴァー・キャスターフード,Titan,1785949696,2026-08-06 02:08:16,102000,1,102000,HQ,Volk Han
49283,コートリーラヴァー・ストライカーアームガード,Typhon,1785949695,2026-08-06 02:08:15,259991,1,259991,HQ,Kono Baka
36172,コンドライトインゴット,Tonberry,1785949694,2026-08-06 02:08:14,1000,1,1000,NQ,Xavie Hemlock
49234,剛力の宝薬G4,Mandragora,1785949684,2026-08-06 02:08:04,4685,99,463815,HQ,Perm Yellow
49295,コートリーラヴァー・スカウトシューズ,Typhon,1785949676,2026-08-06 02:07:56,219983,1,219983,HQ,Kono Baka
49234,剛力の宝薬G4,Mandragora,1785949675,2026-08-06 02:07:55,4685,99,463815,HQ,Perm Yellow
50973,包丁研磨用オイル,Anima,1785949673,2026-08-06 02:07:53,26000,1,26000,NQ,Luna Lyriel
50971,包丁強化用グリップ材,Anima,1785949654,2026-08-06 02:07:34,33000,1,33000,NQ,Luna Lyriel
15923,ムーンファイアトランクス,Anima,1785949654,2026-08-06 02:07:34,10000,1,10000,NQ,Mozuzu Mozu
15923,ムーンファイアトランクス,Anima,1785949652,2026-08-06 02:07:32,9999,1,9999,NQ,Mozuzu Mozu
15923,ムーンファイアトランクス,Anima,1785949650,2026-08-06 02:07:30,8980,1,8980,NQ,Mozuzu Mozu
15923,ムーンファイアトランクス,Anima,1785949649,2026-08-06 02:07:29,8500,1,8500,NQ,Mozuzu Mozu
15923,ムーンファイアトランクス,Anima,1785949647,2026-08-06 02:07:27,8000,1,8000,NQ,Mozuzu Mozu
5059,コバルトインゴット,Ifrit,1785949642,2026-08-06 02:07:22,670,1,670,NQ,Ichi Yomaru
5059,コバルトインゴット,Ifrit,1785949641,2026-08-06 02:07:21,662,1,662,NQ,Ichi Yomaru
19987,玉糸紬,Ramuh,1785949636,2026-08-06 02:07:16,1343,1,1343,NQ,Vivi Kusanagi
19987,玉糸紬,Ramuh,1785949634,2026-08-06 02:07:14,1300,1,1300,NQ,Vivi Kusanagi
50972,包丁強化用合金,Anima,1785949630,2026-08-06 02:07:10,32000,1,32000,NQ,Luna Lyriel
47899,タイクーンプリンセス・タイツ,Gungnir,1785949620,2026-08-06 02:07:00,63001,1,63001,NQ,Kiri Crocell
50414,オイジュス・エネルギーパック,Tiamat,1785949596,2026-08-06 02:06:36,25000,17,425000,NQ,Maki Maisato
36172,コンドライトインゴット,Tonberry,1785949594,2026-08-06 02:06:34,1000,1,1000,NQ,Xavie Hemlock
49830,クレセントマギ・マスターファイターリング,Asura,1785949576,2026-08-06 02:06:16,170000,1,170000,NQ,Liz Melty
12601,ミスライトエンチャントインク,Pandaemonium,1785949562,2026-08-06 02:06:02,2980,9,26820,NQ,Shadow Jasmine
32798,カーフスキン・ライダースキャップ,Zeromus,1785949562,2026-08-06 02:06:02,70000,1,70000,NQ,Mame Ko
36172,コンドライトインゴット,Anima,1785949561,2026-08-06 02:06:01,2200,1,2200,HQ,Gallone Gla
50055,属性添加用部材,Garuda,1785949560,2026-08-06 02:06:00,47000,1,47000,NQ,Musica Lux
36172,コンドライトインゴット,Anima,1785949560,2026-08-06 02:06:00,2014,1,2014,NQ,Gallone Gla
13116,カララント:シャインシルバー,Chocobo,1785949555,2026-08-06 02:05:55,280,1,280,NQ,Quto Neco
52276,カプリーヌ,Garuda,1785949554,2026-08-06 02:05:54,33989,1,33989,NQ,Dai Sensei
36212,カエアンビロード,Typhon,1785949552,2026-08-06 02:05:52,800,3,2400,NQ,Masatsuchi Kaifu
7975,ドラセナの鉢植,Ixion,1785949547,2026-08-06 02:05:47,17990,1,17990,NQ,Nork Wolsien
49826,クレセントマギ・ファイターイヤリング,Ifrit,1785949544,2026-08-06 02:05:44,32000000,1,32000000,NQ,Miz Altana
41765,名匠のハイオメガマテリジャ,Gungnir,1785949540,2026-08-06 02:05:40,4917,1,4917,NQ,Aroma Elleair
41765,名匠のハイオメガマテリジャ,Gungnir,1785949538,2026-08-06 02:05:38,4899,9,44091,NQ,Aroma Elleair
52289,アンティーク・ランタン,Hades,1785949531,2026-08-06 02:05:31,1500000,1,1500000,NQ,Ami Rea
41759,武略のハイオメガマテリジャ,Mandragora,1785949523,2026-08-06 02:05:23,217,1,217,NQ,Issei Npc
41759,武略のハイオメガマテリジャ,Mandragora,1785949522,2026-08-06 02:05:22,217,6,1302,NQ,Issei Npc
36210,雪亜麻布,Kujata,1785949516,2026-08-06 02:05:16,999,1,999,HQ,Healda Koronel
16703,ヘアカタログ:ロングヘア,Garuda,1785949510,2026-08-06 02:05:10,19999,1,19999,NQ,Musica Lux
48162,ブラックレースパラソル,Ridill,1785949507,2026-08-06 02:05:07,10000,1,10000,NQ,Natsu Xiv
36212,カエアンビロード,Typhon,1785949506,2026-08-06 02:05:06,800,3,2400,NQ,Masatsuchi Kaifu
36172,コンドライトインゴット,Tonberry,1785949497,2026-08-06 02:04:57,975,1,975,NQ,Xavie Hemlock
36172,コンドライトインゴット,Tonberry,1785949496,2026-08-06 02:04:56,965,1,965,NQ,Xavie Hemlock
36172,コンドライトインゴット,Tonberry,1785949495,2026-08-06 02:04:55,979,4,3916,NQ,Xavie Hemlock
48162,ブラックレースパラソル,Aegis,1785949489,2026-08-06 02:04:49,77777,1,77777,NQ,Eulia Rustica
48161,ホワイトレースパラソル,Aegis,1785949485,2026-08-06 02:04:45,79999,1,79999,NQ,Eulia Rustica
49301,コートリーラヴァー・キャスターフード,Tiamat,1785949482,2026-08-06 02:04:42,79000,1,79000,HQ,Tetan Tetan
41765,名匠のハイオメガマテリジャ,Gungnir,1785949481,2026-08-06 02:04:41,4600,2,9200,NQ,Aroma Elleair
41765,名匠のハイオメガマテリジャ,Gungnir,1785949480,2026-08-06 02:04:40,4600,5,23000,NQ,Aroma Elleair
43982,高山岩塩,Belias,1785949477,2026-08-06 02:04:37,90,52,4680,NQ,Akira Sumeragi
44151,プルスサウルスレザー,Ixion,1785949470,2026-08-06 02:04:30,1305,1,1305,HQ,Fim Bul
44151,プルスサウルスレザー,Ixion,1785949469,2026-08-06 02:04:29,1305,1,1305,HQ,Fim Bul
33039,パストーラルドットパラソル,Aegis,1785949468,2026-08-06 02:04:28,1050,1,1050,NQ,Eulia Rustica
44151,プルスサウルスレザー,Ixion,1785949465,2026-08-06 02:04:25,90,1,90,NQ,Fim Bul
44151,プルスサウルスレザー,Ixion,1785949463,2026-08-06 02:04:23,80,2,160,NQ,Fim Bul
44151,プルスサウルスレザー,Ixion,1785949462,2026-08-06 02:04:22,79,1,79,NQ,Fim Bul
5671,武略のマテリダ,Carbuncle,1785949462,2026-08-06 02:04:22,140,27,3780,NQ,Takeshi Whitestone
49235,眼力の宝薬G4,Aegis,1785949455,2026-08-06 02:04:15,4493,99,444807,HQ,Rose Helena
44135,混鉄鉱,Ifrit,1785949454,2026-08-06 02:04:14,200,4,800,NQ,Dante Sparta
2,ファイアシャード,Mandragora,1785949454,2026-08-06 02:04:14,44,600,26400,NQ,Issei Npc
44135,混鉄鉱,Ifrit,1785949453,2026-08-06 02:04:13,200,4,800,NQ,Dante Sparta
