アイテムID,アイテム名,ワールド名,取引日時(JST),単価(Gil),数量,HQ,購入者名
46855,人造ダークマターα,Pandaemonium,2026-08-06 05:35:45,70000,1,NQ,Iono's Nanjamo
5674,雄略のマテリア,Kujata,2026-08-06 05:35:33,3000,2,NQ,Suzune Akashiya
5674,雄略のマテリア,Kujata,2026-08-06 05:35:31,2900,3,NQ,Suzune Akashiya
5676,雄略のマテリダ,Kujata,2026-08-06 05:35:29,90,1,NQ,Suzune Akashiya
5676,雄略のマテリダ,Kujata,2026-08-06 05:35:28,90,6,NQ,Suzune Akashiya
5674,雄略のマテリア,Kujata,2026-08-06 05:35:15,730,2,NQ,Suzune Akashiya
44031,サーセネット織物,Tonberry,2026-08-06 05:35:02,700,5,HQ,Casia Alo
41767,巨匠のハイオメガマテリジャ,Garuda,2026-08-06 05:34:57,9480,15,NQ,Nagi Ichinose
41767,巨匠のハイオメガマテリジャ,Garuda,2026-08-06 05:34:53,9400,16,NQ,Nagi Ichinose
41780,巨匠のハイアルテマテリジャ,Garuda,2026-08-06 05:34:46,9997,2,NQ,Nagi Ichinose
41780,巨匠のハイアルテマテリジャ,Garuda,2026-08-06 05:34:45,9990,4,NQ,Nagi Ichinose
41780,巨匠のハイアルテマテリジャ,Garuda,2026-08-06 05:34:44,9900,5,NQ,Nagi Ichinose
41780,巨匠のハイアルテマテリジャ,Garuda,2026-08-06 05:34:42,9900,8,NQ,Nagi Ichinose
41780,巨匠のハイアルテマテリジャ,Garuda,2026-08-06 05:34:41,9500,2,NQ,Nagi Ichinose
43986,ホワイトペッパー,Unicorn,2026-08-06 05:34:21,248,20,NQ,Unika Shiho
44032,ロネークサージ,Titan,2026-08-06 05:34:05,300,1,NQ,Mei Oronir
5673,武略のマテリジャ,Kujata,2026-08-06 05:34:02,275,3,NQ,Suzune Akashiya
44033,サンダーヤードシルク,Titan,2026-08-06 05:34:02,840,1,NQ,Mei Oronir
5673,武略のマテリジャ,Kujata,2026-08-06 05:34:01,274,1,NQ,Suzune Akashiya
5673,武略のマテリジャ,Kujata,2026-08-06 05:34:00,119,1,NQ,Suzune Akashiya
44051,大聖水,Kujata,2026-08-06 05:33:54,699,50,HQ,Shortstack The-great
44051,大聖水,Kujata,2026-08-06 05:33:53,699,50,HQ,Shortstack The-great
44051,大聖水,Kujata,2026-08-06 05:33:52,699,50,HQ,Shortstack The-great
51962,カーウェン・チュニック,Belias,2026-08-06 05:33:45,340000,1,NQ,Heath Aster
10387,サベネアンターバン,Bahamut,2026-08-06 05:33:31,90,1,NQ,Akatuki Ten
43997,オルコクロマイトインゴット,Kujata,2026-08-06 05:33:20,800,2,HQ,Casia Alo
49240,キャラメルポップコーン,Unicorn,2026-08-06 05:33:18,2420,40,HQ,Yuyu Tea-mocha
21800,ミラージュプリズム,Gungnir,2026-08-06 05:32:22,120,99,NQ,Icha Picha
44031,サーセネット織物,Garuda,2026-08-06 05:31:44,300,1,HQ,Casia Alo
5066,エレクトラムインゴット,Bahamut,2026-08-06 05:30:58,1,39,NQ,Thela Vaegcyn
16703,ヘアカタログ:ロングヘア,Pandaemonium,2026-08-06 05:30:46,15000,1,NQ,Yuga Ten
50057,属性添加用合成樹脂,Chocobo,2026-08-06 05:30:36,19990,1,NQ,Lilinear Linear
20476,アオザイ,Chocobo,2026-08-06 05:30:36,4700,1,NQ,Hayate Yosizaki
50055,属性添加用部材,Chocobo,2026-08-06 05:30:27,19990,1,NQ,Lilinear Linear
16,ウィンドクラスター,Kujata,2026-08-06 05:30:01,49,3333,NQ,Rika Fuyuno
46857,人造ダークマターγ,Garuda,2026-08-06 05:29:48,50000,1,NQ,E'spacio Luz
4,ウィンドシャード,Kujata,2026-08-06 05:29:47,50,2000,NQ,Rika Fuyuno
4,ウィンドシャード,Kujata,2026-08-06 05:29:45,50,3000,NQ,Rika Fuyuno
27707,ストーンゴールドナゲット,Chocobo,2026-08-06 05:29:25,1011,1,NQ,Riri Lexy
44030,高山亜麻布,Fenrir,2026-08-06 05:29:06,470,2,HQ,Scuzz Eclipse
44007,マグネシア粉,Ramuh,2026-08-06 05:28:42,300,20,NQ,Ann Yian
52440,ヘアカタログ:ブレイドバン,Durandal,2026-08-06 05:28:36,1800000,1,NQ,Nenju Kirschblute
41772,武略のハイアルテマテリジャ,Carbuncle,2026-08-06 05:27:54,500,1,NQ,Chino Springfield
41772,武略のハイアルテマテリジャ,Carbuncle,2026-08-06 05:27:53,500,1,NQ,Chino Springfield
41772,武略のハイアルテマテリジャ,Carbuncle,2026-08-06 05:27:52,500,5,NQ,Chino Springfield
41772,武略のハイアルテマテリジャ,Carbuncle,2026-08-06 05:27:51,490,3,NQ,Chino Springfield
46856,人造ダークマターβ,Anima,2026-08-06 05:27:48,118497,1,NQ,Foxeye Jack
46855,人造ダークマターα,Anima,2026-08-06 05:27:45,134997,1,NQ,Foxeye Jack
12888,ヤクの乳,Pandaemonium,2026-08-06 05:27:30,339,30,NQ,Ooji San
12888,ヤクの乳,Pandaemonium,2026-08-06 05:27:29,332,10,NQ,Ooji San
44120,ヴァーティカル・ネオンウォールライト,Fenrir,2026-08-06 05:27:23,175060,1,NQ,Alicia Resuka
52276,カプリーヌ,Shinryu,2026-08-06 05:26:59,25000,1,NQ,Nana Swift
52289,アンティーク・ランタン,Gungnir,2026-08-06 05:26:53,1000000,1,NQ,Ririth Miracotte
30757,サザンシースカート,Shinryu,2026-08-06 05:26:40,400,1,NQ,Mao- Chama
36341,アーク・エンジェルウィング,Alexander,2026-08-06 05:26:39,4900,1,NQ,Kasumi- Athena
41771,天眼のハイアルテマテリジャ,Anima,2026-08-06 05:26:09,885,10,NQ,Pinky Ulysses
44033,サンダーヤードシルク,Garuda,2026-08-06 05:25:52,504,2,NQ,Sersia Kugimiya
44033,サンダーヤードシルク,Garuda,2026-08-06 05:25:51,500,3,NQ,Sersia Kugimiya
44033,サンダーヤードシルク,Garuda,2026-08-06 05:25:50,480,1,NQ,Sersia Kugimiya
44033,サンダーヤードシルク,Garuda,2026-08-06 05:25:49,450,1,NQ,Sersia Kugimiya
44033,サンダーヤードシルク,Garuda,2026-08-06 05:25:47,449,1,NQ,Sersia Kugimiya
13114,カララント:ピュアホワイト,Asura,2026-08-06 05:25:16,450000,1,NQ,Quia Aquette
13114,カララント:ピュアホワイト,Asura,2026-08-06 05:25:14,450000,1,NQ,Quia Aquette
52605,コスモオペレーター・チェスト,Ixion,2026-08-06 05:24:41,65000,1,NQ,Mone More
13713,カララント:パステルブルー,Tiamat,2026-08-06 05:24:39,570,2,NQ,Miu Shan
13713,カララント:パステルブルー,Tiamat,2026-08-06 05:24:38,569,2,NQ,Miu Shan
13715,カララント:パステルパープル,Tiamat,2026-08-06 05:24:30,500,1,NQ,Miu Shan
13715,カララント:パステルパープル,Tiamat,2026-08-06 05:24:29,479,2,NQ,Miu Shan
13715,カララント:パステルパープル,Tiamat,2026-08-06 05:24:27,301,1,NQ,Miu Shan
51962,カーウェン・チュニック,Ixion,2026-08-06 05:24:21,320000,1,NQ,T'coco Abel
49832,クレセントマギ・ソーサラーネックレス,Ixion,2026-08-06 05:24:10,17990000,1,NQ,Musuka San
41771,天眼のハイアルテマテリジャ,Anima,2026-08-06 05:24:02,817,1,NQ,Pinky Ulysses
15921,ムーンファイアハット,Garuda,2026-08-06 05:24:01,8500,1,NQ,Diao Tiandi
41771,天眼のハイアルテマテリジャ,Anima,2026-08-06 05:24:01,817,1,NQ,Pinky Ulysses
41772,武略のハイアルテマテリジャ,Anima,2026-08-06 05:23:51,717,5,NQ,Pinky Ulysses
41772,武略のハイアルテマテリジャ,Anima,2026-08-06 05:23:49,617,1,NQ,Pinky Ulysses
32830,演技教本:チョコボの筆,Alexander,2026-08-06 05:23:47,9998,1,NQ,Ao Ares
41772,武略のハイアルテマテリジャ,Gungnir,2026-08-06 05:23:41,680,99,NQ,Aconite Maple
5532,樹液塊,Gungnir,2026-08-06 05:22:24,180,99,NQ,Ara Tii
5532,樹液塊,Gungnir,2026-08-06 05:22:23,180,99,NQ,Ara Tii
5532,樹液塊,Gungnir,2026-08-06 05:22:21,180,99,NQ,Ara Tii
5532,樹液塊,Gungnir,2026-08-06 05:22:20,180,99,NQ,Ara Tii
5532,樹液塊,Gungnir,2026-08-06 05:22:19,180,99,NQ,Ara Tii
19940,キュプロインゴット,Yojimbo,2026-08-06 05:22:19,300,1,NQ,Uruma Crown
19940,キュプロインゴット,Yojimbo,2026-08-06 05:22:18,300,2,HQ,Uruma Crown
49826,クレセントマギ・ファイターイヤリング,Ixion,2026-08-06 05:22:11,28000000,1,NQ,R'an Maru
2,ファイアシャード,Asura,2026-08-06 05:22:07,50,800,NQ,Natsu Zero
41771,天眼のハイアルテマテリジャ,Titan,2026-08-06 05:21:19,1117,2,NQ,Pinky Ulysses
13115,カララント:ジェットブラック,Typhon,2026-08-06 05:20:56,410000,1,NQ,Neil Winterwood
52615,サキュバスフーディー,Ixion,2026-08-06 05:20:29,1000000,1,HQ,Nor Somnia
41772,武略のハイアルテマテリジャ,Bahamut,2026-08-06 05:20:09,700,4,NQ,Taka Ebina
41772,武略のハイアルテマテリジャ,Bahamut,2026-08-06 05:20:07,700,6,NQ,Taka Ebina
43961,バイカラージェム納品証【黄金】,Durandal,2026-08-06 05:20:05,134000,9,NQ,No Ppeke
41772,武略のハイアルテマテリジャ,Bahamut,2026-08-06 05:20:05,617,1,NQ,Taka Ebina
43961,バイカラージェム納品証【黄金】,Durandal,2026-08-06 05:20:04,134000,10,NQ,No Ppeke
41759,武略のハイオメガマテリジャ,Tonberry,2026-08-06 05:19:56,249,16,NQ,Aconite Maple
41759,武略のハイオメガマテリジャ,Tonberry,2026-08-06 05:19:55,247,2,NQ,Aconite Maple
43961,バイカラージェム納品証【黄金】,Durandal,2026-08-06 05:19:53,134000,12,NQ,No Ppeke
43961,バイカラージェム納品証【黄金】,Durandal,2026-08-06 05:19:51,133000,1,NQ,No Ppeke
43961,バイカラージェム納品証【黄金】,Durandal,2026-08-06 05:19:50,133000,2,NQ,No Ppeke
41760,雄略のハイオメガマテリジャ,Tonberry,2026-08-06 05:19:44,250,41,NQ,Aconite Maple
41760,雄略のハイオメガマテリジャ,Tonberry,2026-08-06 05:19:41,249,99,NQ,Aconite Maple
41760,雄略のハイオメガマテリジャ,Tonberry,2026-08-06 05:19:40,237,1,NQ,Aconite Maple
43556,古ぼけた地図G16,Carbuncle,2026-08-06 05:19:32,7799,1,NQ,Ring Nates
43556,古ぼけた地図G16,Carbuncle,2026-08-06 05:19:24,7021,1,NQ,Ring Nates
49252,コートリーラヴァー・パルチザン,Typhon,2026-08-06 05:19:20,360780,1,HQ,Inamori Haru
49279,コートリーラヴァー・スレイヤーブリーチ,Typhon,2026-08-06 05:18:54,277757,1,HQ,Inamori Haru
44033,サンダーヤードシルク,Valefor,2026-08-06 05:18:52,600,3,NQ,Xiba Chiyo
49277,コートリーラヴァー・スレイヤーサーコート,Typhon,2026-08-06 05:18:48,239972,1,HQ,Inamori Haru
49276,コートリーラヴァー・スレイヤーヘアピン,Typhon,2026-08-06 05:18:44,79999,1,HQ,Inamori Haru
43556,古ぼけた地図G16,Belias,2026-08-06 05:18:22,12000,1,NQ,Nuko Rocket
12645,サベネアンレザー,Asura,2026-08-06 05:17:59,200,1,NQ,Chiro Chiro
49238,心力の宝薬G4,Ixion,2026-08-06 05:17:39,2721,99,HQ,Alice Luna
5530,コークス,Gungnir,2026-08-06 05:17:35,153,99,NQ,Ara Tii
5530,コークス,Gungnir,2026-08-06 05:17:33,153,99,NQ,Ara Tii
5530,コークス,Gungnir,2026-08-06 05:17:32,153,99,NQ,Ara Tii
5530,コークス,Gungnir,2026-08-06 05:17:31,153,99,NQ,Ara Tii
5530,コークス,Gungnir,2026-08-06 05:17:29,153,99,NQ,Ara Tii
41757,信力のハイオメガマテリジャ,Gungnir,2026-08-06 05:16:56,234,20,NQ,Seras Ord
13,ウォータークリスタル,Valefor,2026-08-06 05:16:56,46,2000,NQ,Ururu Lou
41757,信力のハイオメガマテリジャ,Gungnir,2026-08-06 05:16:55,230,1,NQ,Seras Ord
41757,信力のハイオメガマテリジャ,Gungnir,2026-08-06 05:16:54,230,1,NQ,Seras Ord
41757,信力のハイオメガマテリジャ,Gungnir,2026-08-06 05:16:53,230,1,NQ,Seras Ord
13,ウォータークリスタル,Valefor,2026-08-06 05:16:53,46,2000,NQ,Ururu Lou
41757,信力のハイオメガマテリジャ,Gungnir,2026-08-06 05:16:52,230,1,NQ,Seras Ord
20476,アオザイ,Chocobo,2026-08-06 05:16:51,4680,1,NQ,Yolu Evans
13,ウォータークリスタル,Valefor,2026-08-06 05:16:51,44,2000,NQ,Ururu Lou
49277,コートリーラヴァー・スレイヤーサーコート,Tiamat,2026-08-06 05:16:49,80000,1,HQ,Miu Shan
43961,バイカラージェム納品証【黄金】,Shinryu,2026-08-06 05:16:32,130000,10,NQ,Ninhursag Enlil
44042,ユーカリ,Masamune,2026-08-06 05:16:30,290,50,NQ,Ahwii Smile
44034,ヤクテル天然水,Garuda,2026-08-06 05:16:27,85,21,NQ,Haha Hi
7064,リテイナーベル,Bahamut,2026-08-06 05:16:25,37500,1,NQ,Ani Melon
52256,カララント:アディショナルカラー2,Pandaemonium,2026-08-06 05:16:23,28000,1,NQ,Alto Zenfodor
41782,詠唱のハイアルテマテリジャ,Titan,2026-08-06 05:16:22,556,1,NQ,Pinky Ulysses
41782,詠唱のハイアルテマテリジャ,Titan,2026-08-06 05:16:20,556,5,NQ,Pinky Ulysses
49238,心力の宝薬G4,Ixion,2026-08-06 05:16:12,2721,99,HQ,Alice Luna
52266,ダックポーター・ホイッスル,Anima,2026-08-06 05:16:06,16000000,1,NQ,Mochi- Ice
43986,ホワイトペッパー,Garuda,2026-08-06 05:15:58,254,39,NQ,Zenith Legendary
44138,海島綿,Tonberry,2026-08-06 05:15:53,225,2,NQ,Tanuki Mercury
19978,紅玉綿糸,Shinryu,2026-08-06 05:15:48,600,16,NQ,Daphne Callilope
19978,紅玉綿糸,Shinryu,2026-08-06 05:15:45,599,1,NQ,Daphne Callilope
19978,紅玉綿糸,Shinryu,2026-08-06 05:15:43,592,3,NQ,Daphne Callilope
19978,紅玉綿糸,Shinryu,2026-08-06 05:15:41,430,1,NQ,Daphne Callilope
19978,紅玉綿糸,Shinryu,2026-08-06 05:15:40,403,2,HQ,Daphne Callilope
20477,クワン,Asura,2026-08-06 05:15:29,20000,1,NQ,Chiro Chiro
19939,ハイスチールナゲット,Shinryu,2026-08-06 05:15:25,399,4,NQ,Yuki Szh
41782,詠唱のハイアルテマテリジャ,Tonberry,2026-08-06 05:15:22,1200,14,NQ,Aconite Maple
41782,詠唱のハイアルテマテリジャ,Tonberry,2026-08-06 05:15:20,1199,10,NQ,Aconite Maple
52286,ピクニック・バード,Gungnir,2026-08-06 05:15:16,7000,1,NQ,Meg Avery
52266,ダックポーター・ホイッスル,Anima,2026-08-06 05:15:16,14000000,1,NQ,Mochi- Ice
47170,ゴールデンサム・フライパン,Belias,2026-08-06 05:14:55,163939,1,HQ,Kana Physalia
12851,レバーケースゼンメル,Ifrit,2026-08-06 05:14:53,1000,3,HQ,Milo Rowan
52292,演技教本:高笑い,Carbuncle,2026-08-06 05:14:23,1490000,1,NQ,Snowy Flake
36200,インテグラル材,Typhon,2026-08-06 05:14:12,1500,7,NQ,Lena Kleischah
44040,コザマル・カモミール,Anima,2026-08-06 05:14:10,260,11,NQ,Chuchuni Chuni
44040,コザマル・カモミール,Anima,2026-08-06 05:14:08,280,10,NQ,Chuchuni Chuni
7032,ロータスリーフ,Unicorn,2026-08-06 05:14:06,430000,2,NQ,Ninhursag Enlil
52286,ピクニック・バード,Durandal,2026-08-06 05:13:56,9500,1,NQ,Ad Green
3,アイスシャード,Carbuncle,2026-08-06 05:13:52,50,2000,NQ,Sakurako Mifuyu
3,アイスシャード,Carbuncle,2026-08-06 05:13:51,49,1000,NQ,Sakurako Mifuyu
3,アイスシャード,Carbuncle,2026-08-06 05:13:49,55,3333,NQ,Sakurako Mifuyu
52276,カプリーヌ,Asura,2026-08-06 05:13:40,38000,1,NQ,Chiro Chiro
46246,紫電の霊砂,Anima,2026-08-06 05:13:38,2275,20,NQ,Foxeye Jack
13,ウォータークリスタル,Masamune,2026-08-06 05:13:36,38,6480,NQ,Maria Lilina
52266,ダックポーター・ホイッスル,Ultima,2026-08-06 05:13:34,14800000,1,NQ,Parvati Kali
44151,プルスサウルスレザー,Anima,2026-08-06 05:13:29,200,4,NQ,Ame Chan
44031,サーセネット織物,Shinryu,2026-08-06 05:13:14,800,1,NQ,Kuro Tori
44031,サーセネット織物,Shinryu,2026-08-06 05:13:13,700,2,NQ,Kuro Tori
44135,混鉄鉱,Tonberry,2026-08-06 05:13:10,390,4,NQ,Tanuki Mercury
28591,レベルブーツ,Ifrit,2026-08-06 05:13:09,100,1,NQ,Milo Rowan
5371,ウォルナット材,Carbuncle,2026-08-06 05:13:05,600,49,NQ,Yukino Renkon
5371,ウォルナット材,Carbuncle,2026-08-06 05:13:04,600,49,NQ,Yukino Renkon
5371,ウォルナット材,Carbuncle,2026-08-06 05:13:03,600,49,NQ,Yukino Renkon
49323,コートリーラヴァー・レンジャーリング,Anima,2026-08-06 05:13:02,138905,1,HQ,Maryam Roel
52264,クワイエット・コリブリ・ホイッスル,Anima,2026-08-06 05:12:53,1976500,1,NQ,Kyuu Inoshu
49308,コートリーラヴァー・レンジャーイヤリング,Anima,2026-08-06 05:12:48,74696,1,HQ,Maryam Roel
13716,カララント:ダークパープル,Ifrit,2026-08-06 05:12:47,8201,2,NQ,Nokoc Landfairy
13716,カララント:ダークパープル,Ifrit,2026-08-06 05:12:46,8200,2,NQ,Nokoc Landfairy
13716,カララント:ダークパープル,Ifrit,2026-08-06 05:12:45,8000,1,NQ,Nokoc Landfairy
47196,ピーコック・クラフターブレスレット,Shinryu,2026-08-06 05:12:45,149801,1,HQ,Arie Nor
52272,グレーホイールローダー起動鍵,Carbuncle,2026-08-06 05:12:43,527999,1,NQ,Shinjirou Koizumi
52272,グレーホイールローダー起動鍵,Carbuncle,2026-08-06 05:12:39,498000,1,NQ,Shinjirou Koizumi
49289,コートリーラヴァー・レンジャートラウザー,Anima,2026-08-06 05:12:39,199781,1,HQ,Maryam Roel
47194,ピーコック・クラフターイヤリング,Shinryu,2026-08-06 05:12:37,149801,1,HQ,Arie Nor
52271,掘採型パワーローダー認証鍵,Carbuncle,2026-08-06 05:12:35,470000,1,NQ,Shinjirou Koizumi
52271,掘採型パワーローダー認証鍵,Carbuncle,2026-08-06 05:12:34,460000,1,NQ,Shinjirou Koizumi
47188,ピーコック・クラフターブーツ,Shinryu,2026-08-06 05:12:32,149801,1,HQ,Arie Nor
27825,ブラッドトマト,Masamune,2026-08-06 05:12:31,700,50,NQ,Lil' Nuts
12224,藍鉄鉱,Typhon,2026-08-06 05:12:30,179,76,NQ,Tizuo Sarutobi
52289,アンティーク・ランタン,Durandal,2026-08-06 05:12:29,1300000,1,NQ,Laz Velly
47187,ピーコック・クラフターキュロット,Shinryu,2026-08-06 05:12:26,149801,1,HQ,Arie Nor
12,ライトニングクリスタル,Masamune,2026-08-06 05:12:25,40,2000,NQ,Maria Lilina
49208,高密度軽銀鉱,Tonberry,2026-08-06 05:12:24,904,4,NQ,Tanuki Mercury
12,ライトニングクリスタル,Masamune,2026-08-06 05:12:24,40,2000,NQ,Maria Lilina
12,ライトニングクリスタル,Masamune,2026-08-06 05:12:22,40,2000,NQ,Maria Lilina
47186,ピーコック・クラフターグローブ,Shinryu,2026-08-06 05:12:22,149801,1,HQ,Arie Nor
46246,紫電の霊砂,Tiamat,2026-08-06 05:12:20,1870,50,NQ,Wraith Arias
43984,ピーマン,Ifrit,2026-08-06 05:12:18,107,10,NQ,Raia Survive
43984,ピーマン,Ifrit,2026-08-06 05:12:17,100,10,NQ,Raia Survive
47185,ピーコック・クラフターシャツ,Shinryu,2026-08-06 05:12:16,148901,1,HQ,Arie Nor
47184,ピーコック・クラフターヘッドバンド,Shinryu,2026-08-06 05:12:11,148901,1,HQ,Arie Nor
10396,サベネアンサンダル,Ixion,2026-08-06 05:12:01,1780,1,NQ,Xeno Astrum
52292,演技教本:高笑い,Kujata,2026-08-06 05:11:59,1599500,1,NQ,Misria Marasavya
47979,ペタロドゥス・ホイッスル,Anima,2026-08-06 05:11:49,999,1,NQ,Yuu Eclair
49287,コートリーラヴァー・レンジャーシャツ,Anima,2026-08-06 05:11:44,199995,1,HQ,Maryam Roel
49286,コートリーラヴァー・レンジャーヘアピン,Anima,2026-08-06 05:11:37,79999,1,HQ,Maryam Roel
30113,ヘアカタログ:アシンメトリー,Garuda,2026-08-06 05:11:22,25000,1,NQ,Munetika Mikazuki
50057,属性添加用合成樹脂,Hades,2026-08-06 05:11:21,69000,1,NQ,Tadashi Straight
50056,属性添加用金属材,Hades,2026-08-06 05:11:19,96899,1,NQ,Tadashi Straight
50055,属性添加用部材,Hades,2026-08-06 05:11:16,49899,1,NQ,Tadashi Straight
41763,博識のハイオメガマテリジャ,Kujata,2026-08-06 05:11:04,100,99,NQ,Mihiro Omannu
5116,鏡鉄鉱,Typhon,2026-08-06 05:11:01,158,99,NQ,Tizuo Sarutobi
23369,ヘアカタログ:ギラバニアンブレイド,Chocobo,2026-08-06 05:10:51,55000,1,NQ,Xion Bronsart
5116,鏡鉄鉱,Alexander,2026-08-06 05:10:37,156,99,NQ,Isaac Igusa
5116,鏡鉄鉱,Alexander,2026-08-06 05:10:36,156,99,NQ,Isaac Igusa
49829,クレセントマギ・ファイターリング,Chocobo,2026-08-06 05:10:27,2199999,1,NQ,Mylene Chronus
44040,コザマル・カモミール,Asura,2026-08-06 05:09:47,200,11,NQ,Sadu' Dotharl
5064,シルバーインゴット,Ifrit,2026-08-06 05:09:16,900,1,HQ,Futaba Hazuchi
46246,紫電の霊砂,Ramuh,2026-08-06 05:09:14,1890,99,NQ,Lunaria Wyrkx
11,アースクリスタル,Gungnir,2026-08-06 05:09:07,39,9999,NQ,Ephemera Eldstadr
17954,テーブルオーケストリオン,Unicorn,2026-08-06 05:09:05,5856,1,NQ,Ryuto Rem
44034,ヤクテル天然水,Asura,2026-08-06 05:08:54,200,22,NQ,Sadu' Dotharl
18,ライトニングクラスター,Asura,2026-08-06 05:08:48,50,1000,NQ,Ume Kobutya
18,ライトニングクラスター,Asura,2026-08-06 05:08:45,41,500,NQ,Ume Kobutya
39312,サロンサーバー・シューズ,Anima,2026-08-06 05:08:32,400,1,NQ,Yolu Evans
44030,高山亜麻布,Asura,2026-08-06 05:08:24,999,3,HQ,Ellie Ngingii
44031,サーセネット織物,Masamune,2026-08-06 05:08:14,1000,2,HQ,Rafaera White
52257,スペースリフキン・ホイッスル,Typhon,2026-08-06 05:08:03,5895000,1,NQ,Shadow Avenger
46185,古ぼけた地図G18,Belias,2026-08-06 05:07:47,2000,1,NQ,Nagi Namioto
5371,ウォルナット材,Carbuncle,2026-08-06 05:07:27,500,3,NQ,Yukino Renkon
5371,ウォルナット材,Carbuncle,2026-08-06 05:07:25,600,49,NQ,Yukino Renkon
46857,人造ダークマターγ,Asura,2026-08-06 05:07:25,53800,1,NQ,Rin Igarashi
46856,人造ダークマターβ,Asura,2026-08-06 05:07:22,99000,1,NQ,Rin Igarashi
